name;text;duration;start_clock;end_sec;start_sec;start_min;end_min;video_id
Sandra Elisabeth Skalvig;Nu står vi jo faktisk i en lidt unik situation i Danmark, for vi har fået en midterregering bestående af tre forskellige partier. Og det er ikke min opfattelse, at de enkelte partier, der lige nu er i regeringen, egentlig har ændret deres politik, når det kommer til udlændingeområdet, men de er til gengæld gået på kompromis i forhold til de politiske afgørelser og i forhold til de udspil, som kommer fra regeringen.;33.0;16:53:36;14096;14063;3:54:23;3:54:56;41
Sandra Elisabeth Skalvig;Tak for spørgsmålet. Hvis jeg prøver at afgrænse, i forhold til hvor vi mener man skal kunne indlede frakendelsessager af statsborgerskab, er det, når det kommer til kriminalitet af særlig farlig karakter: serieforbrydelser, voldtægtsforbrydelser. Men det er også korrekt fortolket, at ja, det er et svigt, lige meget hvilken kriminalitet man egentlig begår. Men det er ikke, fordi Liberal Alliance ønsker at indlede frakendelsessager på baggrund af kriminalitet af mindre grad.;33.0;16:56:19;14259;14226;3:57:06;3:57:39;41
Mette Kierkgaard;Tusind tak til fru Kirsten Normann Andersen for spørgsmålet. Igen vil jeg sige, at jeg er meget glad for, at vi deler opfattelsen af – det tror jeg egentlig vi alle sammen gør – betydningen af sprogkundskaber af de årsager, som flere har været inde på. Jeg synes, det væsentlige ved lokal frihed og lokalt ansvar er, at konteksten netop er forskellig, og det er faktisk derfor, at jeg vælger at fremhæve eksemplet fra Lolland og eksemplet fra København om den indsats, de gør med kvinder fra Iran. Jeg kunne også have nævnt Varde Kommune og andre steder. Jeg hører jo også, at KL har lavet nogle undersøgelser, der viser, at det er op imod et godt og vel 70 pct., som er positive over for international arbejdskraft, og KL har jo selv været ude og proklamere, at det er en vej, de synes vi skal gå, og at de også har fokus på, hvordan netop sproget er en udfordring og en barriere, og det har de også et ansvar for at se på. Vi har i regeringen ikke aktuelt nogen planer med hensyn til danskundervisning, som fru Kirsten Normann Andersen efterspørger.;65.0;19:23:15;23093;23028;6:23:48;6:24:53;44
Mette Kierkgaard;Tak for bemærkningen. Vi er enige om, at dansk er en forudsætning for relationsarbejdet, for dialogen og for dokumentationen. Men fru Pia Kjærsgaard og jeg er grundlæggende uenige om tilgangen, i forhold til hvordan vi sikrer det. Jeg tror rigtig meget på, at man får et lokalt ansvar, også for sprogudviklingen, når det forankres i den lokale ledelse. Og så skal vi sætte rigtig meget fokus på at skabe rammerne ved bl.a. at styrke sosu-uddannelsen.;32.0;19:17:58;22743;22711;6:18:31;6:19:03;44
Mette Kierkgaard;Tak for bemærkningerne, og jeg er jo glad for at høre, at fru Marlene Harpsøe er enig i, at sprog er vigtigt. Jeg tænker også, at med den erfaring, som i øvrigt både fru Pia Kjærsgaard og fru Marlene Harpsøe har fra uden for Christiansborg, ved I jo om nogen, at det sproglige er utrolig vigtigt. Jeg vil nu fastholde, at den bevægelse, som jeg mener er grundbevægelsen, også i det nye ældreudspil, som kommer her i sin fulde længde om et par uger, er det her med lokal frihed, men også lokalt ansvar. Her fra Christiansborg mener jeg at rollen er, at vi skal have nogle overordnede kvalitetsmål for, hvad det egentlig er, vi forbinder med god ældrepleje, og det er også det med, at vi skal sikre kompetente, faglige medarbejdere. Det bliver endnu mere vigtigt fremover med sproglige kompetencer, ledelse og nogle tilsyn, som har fokus på kvalitet, faglig udvikling og læring frem for at være en hammer i hovedet på de plejehjem og hjemmeplejeenheder, som er i det ganske land.;67.0;19:19:40;22880;22813;6:20:13;6:21:20;44
Brigitte Klintskov Jerkel;Det er jo, som jeg nævner, sådan, at Danmark er et lille land, og at det her skal ses i en større sammenhæng, og at vi jo har forpligtet os internationalt i forhold til forskellige konventioner, som vi så inkorporerer i vores lovgivning. Og der er jo mange forskellige konventioner, som netop giver borgerne nogle rettigheder, altså handicapkonventionen, børnekonventionen osv. Men jeg synes, det kunne være interessant at få vores manøvrerum afklaret, og jeg synes også, at vi godt kunne prøve at gå til grænsen for netop også at se, hvor vi kan udfordre konventionen. Og nu er jeg så spændt på at få et svar fra ministeren på mit spørgsmål, forhåbentlig snart.;51.0;17:03:18;14696;14645;4:04:05;4:04:56;41
Brigitte Klintskov Jerkel;Mange tak. Tak til Dansk Folkeparti for at rejse en interessant debat. Danmark har som lille land forpligtet os internationalt ved at have tilsluttet os flere konventioner gennem tiderne, som giver borgerne nogle folkeretlige rettigheder. I Det Konservative Folkeparti mener vi, som vi hele tiden har sagt, at kriminalitet absolut ikke skal præmieres med et dansk pas. Derfor er vi, som forslagsstillerne giver udtryk for, også meget frustrerede over, at det ikke er muligt at fratage kriminelle personer som voldtægtsforbrydere og seriekriminelle dansk statsborgerskab som konsekvens af deres kriminalitet. Derfor har vi også af flere omgange opfordret ministeren til at udfordre konventionerne og undersøge, hvad vores handlerum inden for konventionerne er. Jeg har også stillet spørgsmål til ministeren om, hvilke konsekvenser det vil have, hvis vi trådte ud af statsborgerretskonventionen, og vi har af flere omgange været med til at få strammet kravene for at få dansk statsborgerskab og vil gerne drøfte yderligere stramninger. Regeringen har selv skrevet i sit regeringsgrundlag, at vi skal afklare Danmarks manøvrerum i forhold til konventionerne, og det synes jeg vi skylder danskerne, og jeg venter stadig på den afklaring. Vi skal også huske, at det er Socialdemokratiet, der tidligere har foreslået, at statsborgerskaber skal kunne frakendes ved personfarlig kriminalitet – noget, som konventionerne også har sat en stopper for. Senest har Socialdemokratiets udlændingeordfører, hr. Frederik Vad, udtalt sig i negative vendinger om konventioner. Så jeg synes ærlig talt, at vi har hørt nok snak. Lad os se at få afklaret vores manøvrerum i forhold til konventionerne, så vi kan stille Danmark og danskerne i den bedste position. Når det er sagt, er vi ikke der, hvor vi på baggrund af beslutningsforslaget her vil udtræde af statsborgerretskonventionen. Alt skal gå ordentligt til, og Danmark skal naturligvis leve op til internationale forpligtelser. Men lad os nu udfordre og undersøge vores handlerum, som jeg har opfordret til, og som jeg håber regeringen og ministeren vil handle på. Tak for ordet.;166.0;16:57:52;14485;14319;3:58:39;4:01:25;41
Lisbeth Bech-Nielsen;Tak. Selv om vi har haft GDPR i 5 år, bliver loven, altså databeskyttelsesloven, jo stadig brudt af danske myndigheder. Det kan vi jo se ved, at Datatilsynet dumpede adskillige danske myndigheders brug af AI, og det er jo dermed også en slags overgreb på borgernes ret til privatliv. Det er jo, uagtet at vi har haft GDPR i ret mange år efterhånden. Der er det jo tydeligt, at der er brug for retningslinjer. Der er også stor ros til Datatilsynet for at gå ned ad den vej. Et andet eksempel fra beslutningsforslaget er jo, at Center for Cybersikkerhed ikke har lavet en risikovurdering af, hvad de her teknologier kan bruges til på en negativ og farlig måde i forhold til at destabilisere samfundet. Det ændrer sig jo ikke, i forhold til om der kommer en AI-forordning eller ej. Det er jo en ren dansk national kompetence. Så er ordføreren ikke enig i, at der faktisk er ret mange ting, som vi godt kan gøre, og som giver mening at gøre, uagtet at der er en forordning på vej?;65.0;15:09:21;7873;7808;2:10:08;2:11:13;41
Lisbeth Bech-Nielsen;Jeg synes jo bare, at vi skal lytte, når der bliver efterspurgt retningslinjer fra politisk hold, altså ikke fra erhvervsorganisationer osv., men fra politisk hold, og der bliver sagt: Vil I ikke hjælpe os med at oversætte, hvordan GDPR skal forstås her? Jeg kom med det eksempel tidligere med Samsung, som havde en medarbejder, der kom til uforvarende at afsløre forretningshemmeligheder, og det var igen, fordi det her er sådan et lidt nyt og ubetrådt land for mange. Flere ordførere, inklusive ordføreren her, får det jo til at lyde, som om AI Act får effekt i morgen. Der går jo i hvert fald et par år, hvis det går, som det plejer.;41.0;15:02:23;7431;7390;2:03:10;2:03:51;41
Lisbeth Bech-Nielsen;"Nej, og det er faktisk heller ikke det, beslutningsforslaget her handler om. Det handler om at lave nogle retningslinjer, som faktisk bliver efterspurgt derude. Det bliver efterspurgt af virksomheder, det bliver efterspurgt af kommuner, og det bliver efterspurgt af skoler; de siger: Kan I ikke hjælpe os med nogle retningslinjer? Det handler jo ikke om hård lovgivning, så at sige. Det handler om at klargøre, hvad det er for nogle regler, som vi allerede i dag har, så vi kan bruge de her nye teknologier på den bedst mulige måde og høste alle de gevinster, der er, uden at falde i alle de her fælder. Og jeg kan simpelt hen ikke forstå, at der er den modstand mod at give en hjælpende hånd til dem, der beder om det ude i vores samfund.";39.0;14:22:59;5065;5026;1:23:46;1:24:25;41
Rosa Eriksen;Tak for ordet. I Moderaterne kommer vi ikke til at stemme for dette beslutningsforslag af flere grunde. I Moderaterne er vi meget enige i, at de ældre beboere på plejehjem og dem, der modtager pleje i eget hjem, skal være trygge ved den pleje, de får. Det er både dem, der udfører arbejdet, der skal være trygge – de skal have de nødvendige kompetencer – men det er også trygheden ved, at der er en rigtig, rigtig god kommunikation plejepersonalet imellem og mellem medarbejder og borger. Vi mener, at det er de enkelte kommuners og plejehjemsledelsers ansvar og opgave at sikre, at de medarbejdere, der er ansat, er kompetente til deres opgaver. Jeg er sikker på, at kommunerne gør alt, hvad de kan, for at sikre dette, og der vil selvfølgelig være en vis forventning til, at medarbejderen kan kommunikere og indgå i dialog med den ældre på samme sprog, men det betyderikke, at vi skal lovgive på området centralt, altså herindefra. I Moderaterne tror vi på, at det er vigtigt at værdsætte mangfoldigheden i vores arbejdsstyrke, og at nationale standarder for sprogfærdigheder ikke nødvendigvis er ensbetydende med en ringere kvalitet af pleje. Meget af vores nuværende ældrepersonale har værdifulde og uundværlige kompetencer og erfaringer, der i høj grad værdsættes. I stedet for at opfinde nationale løsninger på de lokale problemer, bør vi i stedet arbejde på at forbedre vilkårene for vores ældrepersonale i de enkelte kommuner og dermed sikre, at de har de nødvendige ressourcer og støtte til at udføre deres arbejde. Derfor er jeg rigtig glad for, at regeringen har udarbejdet og lige så småt er ved at præsentere den nye ældrereform, der grundlæggende vil frisætte ældreområdet. Tak for ordet.;128.0;19:51:42;24863;24735;6:52:15;6:54:23;44
Pia Kjærsgaard;"Jeg må indrømme, at jeg bliver mere og mere spændt på, hvad den ældrelov kommer til at indeholde, for det virker, som om de alle sammen bare skal klare det ude i kommunerne; men det er jo det, kommunerne i hvert fald indtil videre ikke har været særlig gode til. Jeg bliver bare mere og mere forundret, for jeg synes at det her er så centralt og så vigtigt – det er måske i virkeligheden det allermest vigtige i forhold til ældreplejen. Og så må jeg bare sige i forhold til det spørgsmål, jeg stillede før til hr. Hans Christian Schmidt, omkring læger, at man faktisk i forhold til læger har et sprogkrav. Hvorfor har man det så ikke til sosu'er?";33.0;19:53:52;24898;24865;6:54:25;6:54:58;44
Pia Kjærsgaard;Måske. Men så tror jeg bare, at der kommer et økonomisk spørgsmål omkring det, altså hvor meget kan det lokale klare? Og derfor er det min vurdering, at når vi alligevel skal have en ældrelov, som tager hånd om rigtig mange ting herindefra, så burde nationale standarder også være en del af det. For jeg er helt sikker på, at fru Kirsten Normann Andersen og jeg og andre er enige om, at faste teams er noget, som bør til at indgå i ældreloven. Jeg savner også mange andre ting. Der kunne også være det med medicinering og mange af de ting, vi har diskuteret før. Det tror jeg er noget, vi kan få ind i den nationale ældrelov, og det tror jeg faktisk at man lokalt rundtomkring ville være glad for. For så slipper man rent ud sagt for det, ikke fordi man gerne vil slippe, men fordi det giver øget arbejde, mens man måske ikke har de økonomiske ressourcer og mangler nogle ressourcer. Så derfor er det vigtigt, synes jeg, at vi gør det herindefra.;56.0;20:33:42;27311;27255;7:34:15;7:35:11;44
Pia Kjærsgaard;"Men hvis ikke kommunerne, som ministeren siger, skal håndtere problemerne med ældreomsorgen, hvad er det så for nogle andre problemer? Altså, det med dansk er jo meget, meget vigtigt – det er for mig det første punkt, der står på dagsordenen – og ikke bare et dansk, der er sådan nogenlunde. For der kan være mange måder at lære dansk på, afhængigt af hvor man kommer fra. Og der kan være et ældre menneske, som kan have mistet et eller andet, og som måske ikke ligesom os andre lige umiddelbart kan fange, hvad der bliver sagt. Derfor er det meget, meget vigtigt, at dansk har topprioritet, og derfor skal der være en national standard, og det er ligegyldigt, om det er på Lolland eller i Sønderjylland eller i Skagen, eller hvor det er; så skal der være en national standard.";45.0;19:17:12;22710;22665;6:17:45;6:18:30;44
Charlotte Bagge Hansen;"Nu er regeringen bestående af tre partier. Der er en masse tiltag i gang nu; der er flere på tegnebrættet. Jeg gentager, hvad ministeren sagde: Det er altid velkomment at komme med nogle konkrete forslag. Vi synes, det er positivt. Vi ønsker alle sammen at sørge for at gøre det nemmere og bedre for både kommuner, stat og regioner at arbejde hen imod et bedre klima og miljø og med biodiversitet og klimatilpasning. Så jo mere der kommer på bordet, både regeringen og fra oppositionen, jo hurtigere kommer vi i mål.";47.0;15:10:25;7904;7857;2:10:57;2:11:44;40
Charlotte Bagge Hansen;Regeringen har gang i en masse tiltag. Der er flere tiltag på vej. Regeringspartierne tager meget gerne imod konkrete forslag, som ministeren har sagt. Jeg har sagt det mange gange nu heroppefra. Så kom med nogle forslag. Regeringen er altid villig til at høre på forslag. Der er masser af ting i gang og på tegnebrættet. Der bliver, som ministeren har sagt, indkaldt til forhandlinger. Der er allerede forhandlinger i gang. Det var min sidste bemærkning til det.;36.0;15:11:53;7981;7945;2:12:25;2:13:01;40
Charlotte Bagge Hansen;Nu pågår der jo noget arbejde med, at vi skal have lavet en naturlov, og her skal biodiversitet også omfattes. Om det skal være her eller der eller nogle andre steder, må jeg indrømme at jeg ikke kan tage stilling til. Det, som jeg siger, er, at jeg er tryg ved den måde, det foregår på, og de rammer og de hensyn, der bliver taget ud fra de vurderinger, som regionerne foretager. Sådan som de er nu, er jeg ganske tryg.;35.0;16:35:30;12997;12962;3:36:02;3:36:37;40
Charlotte Bagge Hansen;Nu bliver jeg ikke så berørt af det, ordføreren siger, fordi jeg ved, at ordføreren kender mig godt nok til at vide, at magtarrogance nok ikke lige er det, der ligger i min dna. Det, jeg opfordrer til, er: Kom med flere konkrete eksempler at sætte ind. For der er jo nogen herinde, der er uenige i, at vi skal sætte ind med alle de parametre, som vi kan, i den krise vi er i lige nu. Så kom med noget konkret. Der er ikke noget, der bliver fejet af bordet. Vi tager det hele op, og der bliver arbejdet hårdt og konstruktivt ovre i ministeriet. Så kom med jeres forslag.;43.0;15:07:50;7745;7702;2:08:22;2:09:05;40
