name,text,duration,start_clock,end_sec,start_sec,start_min,end_min,video_id
Alexander Ryle,"Som der er blevet redegjort for allerede meget fint, er formålet jo at rette op på implementeringen af miljøansvarsdirektivet på baggrund af en begrundet udtalelse fra Europa-Kommissionen. Lovforslaget indebærer alene en præcisering af gældende ret og vil ikke medføre, at flere eller færre vil have mulighed for at anmode den kompetente myndighed om at træffe foranstaltninger m.v. eller have mulighed for at klage. Liberal Alliance støtter forslaget.",24.0,13:09:22,616,592,0:09:52,0:10:16,40
Søren Gade,Tak for det. Der er ingen korte bemærkninger. Vi siger tak til hr. Alexander Ryle fra Liberal Alliance. Jeg byder nu velkommen til hr. Søren Egge Rasmussen fra Enhedslisten.,11.0,13:09:46,627,616,0:10:16,0:10:27,40
Søren Egge Rasmussen,Enhedslisten støtter lovforslaget.,3.0,13:09:57,630,627,0:10:27,0:10:30,40
Søren Gade,Tak for det. Der er ingen korte bemærkninger. Tak til hr. Søren Egge Rasmussen fra Enhedslisten. Jeg byder nu velkommen til fru Katrine Robsøe fra Radikale Venstre.,15.0,13:10:00,645,630,0:10:30,0:10:45,40
Katrine Robsøe,"Tak for det. Jeg skal ikke trække spændingen alt for meget. Radikale Venstre støtter også lovforslaget. Hvis jeg skal knytte bare en enkelt bemærkning til det, også til noget af det, der er blevet sagt her i forhold til lovforslaget, så læser jeg i hvert fald lovforslaget på den måde, at man jo indtil videre egentlig har praktiseret, i praksis i lovgivningen, efter de regler og altså direktivet, men det har bare ikke på skrift stået tydeligt nok i loven, og derfor synes jeg jo også, der er en meget naturlig udvikling i, at lovteksten rent faktisk stemmer overens med den praksis, vi kører efter. Så derfor støtter Radikale Venstre naturligvis forslaget.",36.0,13:10:15,681,645,0:10:45,0:11:21,40
Søren Gade,Tak for det. Der er ingen korte bemærkninger. Vi siger tak til fru Katrine Robsøe fra Radikale Venstre. Jeg byder nu velkommen til hr. Morten Messerschmidt fra Dansk Folkeparti.,8.0,13:10:51,689,681,0:11:21,0:11:29,40
Morten Messerschmidt,"Tak, formand. Det vil nok ikke komme som nogen overraskelse for hverken dette Ting eller folk, der lytter med, at vi i Dansk Folkeparti indtager et ganske kritisk standpunkt i forhold til EU. Det er jo dog, skal jeg så sige, ikke alt, der kommer fra EU, som nødvendigvis er fuldstændig idiotisk – det er bare det meste. På miljøområdet giver det dog på mange måder mening at lave fælles regler, hvis det i hvert fald løfter landene. Og det er klart, at indgår man i et forpligtende fællesskab, må man også sørge for, at reglerne fortolkes og forstås ens. Ellers skaber det en uensartethed, som både går ud over miljøet, men jo sådan set også går ud over de virksomheder og europæere, som skal agere inden for reglerne. Derfor ser vi selvfølgelig ikke noget problem i at kunne bakke op om den her præcisering, selv om vi måske i udvalgsarbejdet nok vil efterlyse en større forståelse for, hvordan det her kan ske. Er det enten noget ved det danske system, som har fordret en situation, hvor vi har fået den her uoverensstemmelse eller forskel mellem intentionen i EU-retten og så den danske ret? Eller er det måske noget ved EU-retten, der gør, at det af og til kan være vanskeligt at gennemskue, hvad det egentlig er, der er den egentlige ret? Meget ofte, når man læser EU-lovgivning, vil man jo se, at det er formuleret i brede vendinger, givetvis fordi det er kompromiser, der skal skræve over mange forskellige lande, mange forskellige interesser og jo også mange forskellige EU-institutioner. Og det gør altså, at det nogle gange kan være svært egentlig fuldstændig at dechifrere, hvad det er, der er hensigten med et lovforslag. Og det skaber en stor svaghed i retten som genstand for hele vores retssamfund, fordi det gør, at man hele tiden bliver afhængig af fortolkende institutioner, primært domstolene, og jo altså ofte EU-Domstolen. Vi har altid i Danmark tilstræbt, at loven skal være klar. Det er faktisk et af grundprincipperne helt tilbage fra Jyske Lovs præambel, at loven skal være tilgængelig, letforståelig, anvendelig og efter landets sædvane og skikke. Det er nærmest det modsatte af, hvad man ofte finder i EU-retten, hvor tingene kan være meget svært tilgængelige. Så vi vil egentlig gerne i udvalgsarbejdet have boret ud, hvad det er, der er problemets oprindelse. Skulle det, mod forventning, være et problem i statsadministrationen, eller er det et mere systemisk problem med EU-lovgivningen som retskilde? Jeg tror det, og så er jeg sikker på, hvis det er tilfældet, at både vi og regeringen selvfølgelig har en fælles interesse i at få illustreret, at det er et problem. Og så er vi jo tilbage ved det, jeg sagde i min indledning: Det er ikke alt, der kommer fra Bruxelles, der er skidt, men det er det meste. Tak for ordet.",175.0,13:10:59,864,689,0:11:29,0:14:24,40
Søren Gade,Tak for det. Der er ingen korte bemærkninger. Vi siger tak til hr. Morten Messerschmidt fra Dansk Folkeparti. Jeg giver nu ordet til fru Mette Abildgaard fra Det Konservative Folkeparti.,9.0,13:13:54,873,864,0:14:24,0:14:33,40
Mette Abildgaard,"Tusind tak for det. Jeg skal beklage over for mine kollegaer, at jeg ikke var til stede i salen, da det blev min tur. Jeg tror, jeg havde vurderet, at alles talelyst ville være lige så stor, som hr. Morten Messerschmidts lige var, og at alle ville være lige så engagerede i den her sag. Men det gik lidt hurtigere, end jeg lige havde luret. Jeg kan nu gøre det relativt kort på Det Konservative Folkepartis vegne og sige, at vi bakker op om det her lovforslag, som jo i høj grad er en nødvendighed for at få lavet den her præcisering af miljøansvarsloven og det pålæg, der kommer fra EU. Jeg synes, det er svært at vurdere med mine øjne, om man gør tilstrækkeligt for at nå i mål. Men det er nok en af de sager, hvor jeg må være helt ærlig og sige, at man må have tillid til, at vi har dygtige embedsmænd, der har lavet den nødvendige og korrekte vurdering af, at de justeringer nu er det, der skal til. Så jeg vil have den grundlæggende tillid. Tak.",50.0,13:14:03,923,873,0:14:33,0:15:23,40
Søren Gade,Tak for det. Der er ingen korte bemærkninger. Vi siger tak til fru Mette Abildgaard fra Det Konservative Folkeparti. Jeg byder nu velkommen til hr. Kim Edberg Andersen fra Nye Borgerlige.,12.0,13:14:53,935,923,0:15:23,0:15:35,40
Kim Edberg Andersen,"Det er jo ikke det største lovforslag, vi har haft, bliver jeg nødt til at sige. Jeg kan godt konkludere på Morten Messerschmidts tale og sige, at hvis vi nu bare lavede loven selv, var vi fri for at stå her i dag. Så skal vi ikke bare konkludere, at det kan vi godt klare selv? Så vil jeg godt rose mine folketingskolleger og sige, at juleferien har gjort, at vi har hurtig ekspedition i Folketingssalen. Nye Borgerlige kommer til at støtte lovforslaget, selvfølgelig gør vi det. Vi ser også frem til det, hvis det bliver gravet op, at dansk lovgivning nu engang er bedre end europæisk. Men det er jo et sted, vi som parti er ret trygge i at stå: at det nok er EU-lovgivningen, der for det meste er noget rod, og det danske Folketing, der nogenlunde altid har styr på det. Det ser vi frem til at ministeren begynder at implementere noget mere. Vi støtter forslaget og ser også frem til en lige så hurtig behandling af alle de andre lovforslag, vi får igennem året.",51.0,13:15:05,986,935,0:15:35,0:16:26,40
Søren Gade,"Tak for det. Der er ingen korte bemærkninger. Vi siger tak til hr. Kim Edberg Andersen fra Nye Borgerlige. Det afslutter ordførerrækken, og derfor giver jeg nu ordet til miljøministeren.",26.0,13:15:56,1012,986,0:16:26,0:16:52,40
Magnus Heunicke,"Tak for det, formand. Nu er det jo ikke en værdi i sig selv, at lovbehandlingen her i Folketingssalen går lynhurtigt. Det er fint, når den gør det, hvis det er temmelig overskueligt og der er stor enighed. Det er også fint, når der er grundige og lange debatter. Så begge dele synes jeg vi skal have plads til, og det har vi jo også ifølge vores forretningsorden. Her er sagen jo den – og det er det, som flere ordførere også har været inde på – at Danmark har modtaget en begrundet udtalelse fra EU-Kommissionen om vores implementering af miljøansvarsdirektivet, og det er Kommissionens vurdering, at en af bestemmelserne i direktivet ikke er gennemført tilstrækkelig klart og præcist i dansk ret, hvorfor den danske lovgivning ikke giver borgerne tilstrækkelig retssikkerhed. Regeringen er enig med Kommissionen, og det er derfor, regeringen har besluttet at præcisere implementeringen af direktivet, og det er det, der sker med behandlingen af lovforslaget i dag. Miljøansvarsdirektivet er i dag implementeret i vores danske miljøskadelov, miljøbeskyttelsesloven, og det gælder også en række andre love. Formålet er jo at forebygge og afhjælpe større miljøskader på jord, vand og beskyttede arter og naturtyper; det er det, vi kender som miljøskader. Ifølge miljøansvarsdirektivet har tre persongrupper rettighed til at anmode de relevante myndigheder om at træffe foranstaltninger vedrørende miljøskader og til at klage over myndighedernes afgørelse om foranstaltninger. Den ene af disse persongrupper er personer, som berøres eller kan forventes at blive berørt af en sådan miljøskade. Med lovforslaget foreslås det så, at direktivets ordlyd gengives ordret i netop miljøskadeloven og i de knyttede sektorlove. I dag er persongruppen implementeret i dansk ret ved begrebet om enhver med væsentlig individuel interesse i sagen. Det er et begreb, vi ellers kender generelt i Danmark; det anvendes som generelt begreb i vores miljø- og naturlovgivning. Men vurderingen fra Kommissionen er altså, at det ikke er tilstrækkelig klart for en almindelig borger, at det juridiske begreb om individuel væsentlig interesse i sagen eller i forhold til sagens udfald dækker den situation, der sigtes til med udtrykket »kan forventes at blive berørt af en miljøskade«. Regeringen er som sagt enig i dette synspunkt. Derfor fremsættes det her lovforslag, som har til formål at rette op på præcis det her, så det sikres, at borgernes rettigheder fremgår klart og præcist i dansk ret. Det er så det eneste, det her lovforslag indebærer, altså en præcisering af gældende ret. Ændringen af ordlyden i lovene vil ikke medføre, at flere eller færre vil have mulighed for at klage og anmode om foranstaltninger. Derfor ser jeg frem til den videre behandling af det her lovforslag.",184.0,13:16:22,1196,1012,0:16:52,0:19:56,40
Søren Gade,"Tak for det. Der er ikke nogen, der har bedt om korte bemærkninger. Så vi siger tak til miljøministeren. Der er ikke flere, som har bedt om ordet. Derfor er forhandlingen sluttet. Det er vedtaget.",25.0,13:19:26,1221,1196,0:19:56,0:20:21,40
Søren Gade,"Forhandlingen er åbnet, og den første ordfører, jeg giver ordet til, er fru Anne Paulin, Socialdemokratiet. Værsgo.",7.0,13:19:51,1228,1221,0:20:21,0:20:28,40
Anne Paulin,"Tak for det. Det lovforslag, vi skal behandle nu, handler om selektiv nedrivning og om at give ministeren mulighed for at fastsætte regler om selektiv nedrivning. Selektiv nedrivning lyder måske lidt kedeligt, men det er jo i virkeligheden utrolig interessant, fordi det handler om, hvordan vi sikrer en større ansvarlighed i håndteringen af affald fra byggeriet, og hvordan vi sikrer, at vi får genanvendt de materialer, der er i byggeriet, bedre. Det er jo altid bedst, hvis man kan bevare et byggeri og lade det stå, og at man ikke behøver at rive noget ned, når vi snakker om CO2og ressourceaftryk, men det næstbedste er trods alt at sikre, at når vi river noget ned, skal vi også kunne genanvende materialerne, og det her lovforslag er med til at sikre, at der kommer til at være krav om, at der skal være standardiserede nedrivningsplaner, når man nedriver bygninger, som er over 250 m² store, og at nedrivningsselskaberne skal være en del af en autorisationsordning. Så alt i alt er det her et lovforslag, som også er efterspurgt ude i erhvervet, og som kommer til at medføre, at vi får mindre byggeaffald, som udgør en meget stor del af de samlede danske affaldsmængder. Det er et lovforslag, som er med til at sikre, at vi kommer til at skulle kræve færre jomfruelige råstoffer, og at vi dermed også kan spare, når det kommer til råstofsudvindingsområdet. Det er med til at understøtte et marked for cirkulær økonomi, at vi kan få en skala i forhold til mængden af de her genanvendte byggematerialer. Det er jo allerede godt i gang derude, men de her krav kommer altså til at medføre, at vi kan få nogle større mængder, som gør det lettere at afsætte det, og at det dermed også kommer til at blive mere naturligt i fremtiden, når man bygger nyt, at man så kigger imod de her tidligere anvendte materialer. Så alt i alt er det et rigtig godt lovforslag, som er med til at understøtte en højere grad af cirkulær økonomi og en grøn omstilling af byggeriet i Danmark.",148.0,13:19:58,1376,1228,0:20:28,0:22:56,40
Søren Gade,Tak for det. Der er en enkelt kort bemærkning. Hr. Søren Egge Rasmussen fra Enhedslisten. Værsgo.,2.0,13:22:26,1378,1376,0:22:56,0:22:58,40
Søren Egge Rasmussen,"Tak. Der er mange gode høringssvar til det her lovforslag, og der er jo flere af dem, som spørger: Hvorfor sætte den her grænse på 250 m²? For på den måde tager man jo alle parcelhusene og alle villaerne ud af – hvad skal man sige – genbrugscirklen, og det synes jeg er rigtig ærgerligt. Jeg tror sådan set, at hvis man udelukkende har de store bygninger med, er der nogle specielle firmaer, der kan være dygtige til det, men hvis man åbnede op for, at det også var parcelhusene og villaerne, der var krav til genbrug af, så kunne man have nogle firmaer, som var dygtige til at håndtere nedrivning af nogle mindre bygninger. Jeg tror sådan set, at det erhvervsmæssigt ville være et plus, at man gav plads til det, ved at vi politisk stillede nogle krav, og der er jeg ikke tilfreds med, at der bare står, at ministeren får en bemyndigelse til, at han kan gøre det, hvis han får lyst til det. Jeg synes egentlig, det er bedre, at det er Folketinget, der styrer. Derfor vil jeg godt høre ordføreren, om ikke vi kunne prøve at kigge på, om den her grænse på 250 m² for bygninger er den rigtige, eller om vi skulle sætte den længere ned.",64.0,13:22:28,1442,1378,0:22:58,0:24:02,40
Søren Gade,Ordføreren.,1.0,13:23:32,1443,1442,0:24:02,0:24:03,40
Anne Paulin,"Det er jo til at være rigtig mange bygninger, bygninger til erhverv, landbrug og større beboelse, der kommer til at være omfattet af bestemmelsen om de her 250 m², men så er det jo også rigtigt nok, at der i lovgivningen er den her hjemmel til, at man også kan gå ind og lave regler for mindre bygninger i fremtiden. Jeg tror egentlig, det er en fornuftig måde at gribe det an på, at vi starter et sted, og at vi får nogle erfaringer med det, men jeg tror da også, at man i fremtiden sagtens kunne forestille sig, at man kunne udvide det her til at omfatte flere bygninger. For vi skal spare på vores ressourcer så mange steder som muligt. Men jeg synes også, det er fornuftigt, at lovforslaget er indrettet, som det er, og at ministeren får den her bemyndigelse til at kunne udvikle videre på det.",51.0,13:23:33,1494,1443,0:24:03,0:24:54,40
Søren Gade,Hr. Søren Egge Rasmussen.,2.0,13:24:24,1496,1494,0:24:54,0:24:56,40
Søren Egge Rasmussen,"Jeg vil altså hellere have, at det er Folketinget, der styrer udviklingen i samfundet, end det er ministeren. Det er min grundholdning. Det gælder især, når man har et kendt problem, og her har vi sådan set nogle høringssvar, som gør opmærksom på, at man kunne sætte den her grænse lavere, så man kunne øge genbruget. Med nogle krav til byggeriet om livscyklusanalyseberegninger og krav om at nedsætte CO2-udslippet for nybyggeri, hvor genbrugsmaterialer sættes til nul CO2-mæssigt, står vi over for, at der bliver et marked for genbrugsmaterialer. Hvorfor ikke få flest mulige genbrugsmaterialer ind i byggeriet? Det ville der sådan set være en CO2-effekt ved. Det, jeg appellerer til, er, at man genovervejer den her 250 m²-grænse.",38.0,13:24:26,1534,1496,0:24:56,0:25:34,40
Søren Gade,Ordføreren.,2.0,13:25:04,1536,1534,0:25:34,0:25:36,40
Anne Paulin,"Jeg forstår bestemt også ordførerens intention. Jeg tror egentlig bare, jeg kommer til at gentage mig selv, når jeg siger, at jeg egentlig tror, det er fornuftigt nok, at vi starter her, hvor vi gør, men at vi jo så også kan følge med i, hvordan det her kommer til at virke i praksis. Og selvfølgelig skal vi have øje for, at vi skal blive bedre og bedre og få formindskelsen af det her aftryk og genanvendelsen så meget i spil som overhovedet muligt.",28.0,13:25:06,1564,1536,0:25:36,0:26:04,40
Søren Gade,"Der er ikke flere korte bemærkninger, så vi siger tak til fru Anne Paulin fra Socialdemokratiet. Jeg byder nu velkommen til hr. Erling Bonnesen fra Venstre.",10.0,13:25:34,1574,1564,0:26:04,0:26:14,40
Erling Bonnesen,"Mange tak for det. Når det er blevet nødvendigt at nedrive større bygninger, er det helt logisk – sådan er det jo også allerede i praksis i mange situationer – at så skal man selvfølgelig genanvende de materialer, der bliver nedbrudt. Forslaget er også allerede på glimrende vis blevet gennemgået af den foregående ordfører, så det skal jeg ikke uddybende nærmere ud over at sige, at Venstre selvfølgelig også støtter det her lovforslag.",25.0,13:25:44,1599,1574,0:26:14,0:26:39,40
Søren Gade,"Der er ingen korte bemærkninger, så vi siger tak til hr. Erling Bonnesen fra Venstre. Og jeg byder nu velkommen til fru Marianne Bigum fra Socialistisk Folkeparti.",10.0,13:26:09,1609,1599,0:26:39,0:26:49,40
Marianne Bigum,"Tak. Det her er en rigtig, rigtig spændende lov, som vil gøre en kæmpe forskel i forhold til vores bygge- og anlægskultur og i forhold til hele det her med den cirkulære økonomi inden for byggeri og anlæg. Det er noget, som branchen og kommuner og bygherrer i det hele taget har ønsket rigtig, rigtig længe. Det handler om noget så simpelt som, at vi har haft en praksis, hvor vi, når vi river noget ned, smider det ned i én stor bunke, og så forsvinder forureningerne måske, vi kan i hvert fald ikke behandle det ordentligt, men vi går også glip af rigtig mange ressourcer og byggematerialer, som kunne have været brugt igen. Så forslaget i sig selv er vi rigtig, rigtig glade for, og vi er også glade for at være en del af aftalen. Vi synes, det er den helt rigtige vej at gå med hensyn til noget af alt det, vi skal, i forhold til at få nedbragt klima- og miljøforureningen og få nedbragt vores ressourceforbrug. Vi undrer os en smule over, at lovforslaget kun lægger op til at kigge på bygninger, hvor der er den her grænse med bygninger over 250 m². Der siges på side fire i lovforslaget rimelig klart, at der ikke er væsentlig forskel på miljøeffekterne ved at indføre selektiv nedrivning, alt efter om det er en større eller en mindre bygning, men der kan være nogle praktiske og økonomiske forhold i branchen, der gør, at det kan være relevant alene at kigge på bygninger over de her 250 m², altså kun at kigge på større bygninger. Men det præciseres ikke, hvad det er for nogle praktiske og økonomiske forhold i branchen, som der henvises til, og det synes jeg egentlig at ministeren skal svare på. For det, jeg oplever, er en branche, der ersåklar til at komme i gang. Her i foråret besøgte jeg en dansk iværksættervirksomhed, som er oppe at køre, og som har en app, hvor de simpelt hen kan gå ind en bygning og scanne den, og så ved de faktisk, om de kan lave en kortlægning af, hvad der er af ressourcer i den bygning. Så vi er meget, meget langt i forhold til at have de tekniske løsninger på plads. Vi har også en sektor, som rigtig gerne vil i gang. Det boomer derude i forhold til gerne at ville genanvende de her materialer og i forhold til at bruge genbrugsmaterialer og genanvendte materialer. Så jeg kan være lidt bekymret for, at vi ikke tør tage et større skridt her, når nu vi er i gang, og derfor vil jeg gerne spørge ministeren, hvorfor det er, at man er landet på de her 250 m². Så vil jeg sige, at der jo faktisk står i lovforslaget, at forslaget giver mulighed for, at man på sigt, hvis regeringen kunne ønske det, så kan kigge på mindre arealer. Men hvad skal der så til for at gøre det? Skal vi så vedtage en ny lov? Er det ministeren, der selv kan beslutte sig for, at det vil han gøre? Det er også nogle af de spørgsmål, jeg står med. Vi er meget positive over for forslaget. Vi stiller os en smule undrende over for, at der i lovforslagets bemærkninger skrives, at selv om man selektivt nedriver, er der ikke krav om, at man skal genbruge materialerne eller forberede med henblik på genbrug eller genanvendelse, hvis de kan det. Det er ikke sådan, jeg mener lovgivningen er, men hvis det er sådan, ministeriet vurderer lovgivningen, er det da noget, vi skal have løst i samme ombæring. Ellers beder vi en hel branche om at sortere en masse ting, men så skaber vi ikke samtidig efterspørgsel på de her materialer, og så er vi desværre nok lige vidt. Men det er en meget positiv start, og vi glæder os til at behandle forslaget videre.",233.0,13:26:19,1842,1609,0:26:49,0:30:42,40
Søren Gade,"Tak for det. Der er ingen korte bemærkninger, så vi siger tak til fru Marianne Bigum fra Socialistisk Folkeparti. Jeg giver nu ordet til fru Charlotte Bagge Hansen fra Moderaterne.",10.0,13:30:12,1852,1842,0:30:42,0:30:52,40
Charlotte Bagge Hansen,"Tak for det, formand. Først vil jeg starte med at sige, at jeg ikke deler den samme bekymring, som SF's ordfører har. For det her handler jo ikke om, at hvis man har en ejendom, der er mindre end 250 m², så må manikkehave lov til at genbruge materialerne, hvilket der faktisk er rigtig mange der gør i dag. For danskerne er bevidste om, at vi skal være lidt mere omsorgsfulde, hvis man kan sige det sådan, i forhold til hvordan vi udnytter vores ressourcer. Så der er rigtig mange med mindre ejendomme, der allerede af egen fri vilje bruger de her genanvendelige materialer i deres nybyggerier. Dette lovforslag er endnu et væsentligt skridt i retning af en mere bæredygtig fremtid. Ved at indføre krav om selektiv nedrivning bidrager vi til at reducere ressourceforbrug og klimabelastning, samtidig med at vi forhindrer spredning af skadelige stoffer. Det er helt i tråd med vores mål om at tage ansvar for vores miljø og ressourcer og om at arbejde mod cirkulær økonomi. I Moderaterne er vi fast besluttet på at tage ansvar for vores miljø, fremme bæredygtighed og arbejde mod en grønnere fremtid, også på frivillig basis. Derfor opfordrer jeg også alle til at støtte lovforslaget. Dermed bidrager vi til at gøre Danmark endnu bedre i forhold tilmiljøbeskyttelse og bæredygtighed. Tak for jeres opmærksomhed.",95.0,13:30:22,1947,1852,0:30:52,0:32:27,40
Søren Gade,"Tak for det. Der er ingen korte bemærkninger, så vi siger tak til fru Charlotte Bagge Hansen fra Moderaterne. Jeg giver nu ordet til hr. Hans Kristian Skibby fra Danmarksdemokraterne.",13.0,13:31:57,1960,1947,0:32:27,0:32:40,40
