name,text,duration,start_clock,end_sec,start_sec,start_min,end_min,video_id
Lars Løkke Rasmussen,"Jamen nu er det ikke mig, der bruger udtrykket moralsk ansvar. Det juridiske ansvar ligger hos os og tilrettelægges så forskelligt, afhængigt af om der er tale om direkte dansk våbeneksport, eller om der er tale om noget inddirekte. Hvis vi deltager i et rammeprogram – jeg tror aktuelt, det er 15 danske virksomheder, der deltager i F-35-programmet – er vi med hensyn til de F-35-fly, der kommer ud af det i den anden ende, jo ikke vidende om, hvad slutbrugerlandet bliver der. Det beror på USA's vurdering. Vi vurderer så, om vi tør, hvis man skal sige det lidt poppet, lade USA foretage den vurdering, og det gør vi.",43.0,13:05:14,406,363,0:06:03,0:06:46,41
Søren Gade,Fru Sascha Faxe med et afsluttende spørgsmål.,2.0,13:05:57,408,406,0:06:46,0:06:48,41
Sascha Faxe,"Godt. Det er korrekt, at det er mig, der bruger ordet moralsk, og det var også det, mit indledende spørgsmål handlede om, for det handlede ikke så meget om det tekniske. Så jeg vil spørge om det sammen på en sidste måde, for jeg hører jo egentlig, at ministeren siger: Vi tror på USA i den her sammenhæng, så det synes vi er okay. Men bør Danmark ikke gøre alt, hvad der står i vores magt, når vi eksporterer våbendele, for at sikre, at det, vi sælger, ikke bliver brugt til at begå forbrydelser mod menneskeheden?",29.0,13:05:59,437,408,0:06:48,0:07:17,41
Søren Gade,Udenrigsministeren.,2.0,13:06:28,439,437,0:07:17,0:07:19,41
Lars Løkke Rasmussen,"Jo, og det gør vi også ved den måde, vi har tilrettelagt det på. Men hvis man, for nu at være helt konkret, vil trække det derhen, hvor vi skulle sige, at forudsætningen for dansk deltagelse i F-35-rammeprogrammet er, at vi skal have vetoret i forhold til ethvert salg af et F-35-fly til et givent land rundt på jordkloden, så kan jeg sige med sikkerhed, at vi ikke ville deltage i noget F-35-rammeprogram. Det er jo ikke med en fuldstændig arbitrær partner, vi har det her program. Det er med USA, vores tætteste allierede, som jo ligesom os har et våbeneksportsystem. Og det, vi gør, er i fuld overensstemmelse med alle vores internationale forpligtigelser og matcher i øvrigt den måde, man også gør det på i andre europæiske lande.",46.0,13:06:30,485,439,0:07:19,0:08:05,41
Søren Gade,"Det afslutter spørgsmålet. Vi siger tak til fru Sascha Faxe fra Alternativet. Det næste spørgsmål er også til udenrigsministeren, og jeg giver nu ordet til spørgeren, hr. Steffen Larsen, Liberal Alliance.",12.0,13:07:16,497,485,0:08:05,0:08:17,41
Søren Gade,Værsgo.,2.0,13:07:28,499,497,0:08:17,0:08:19,41
Steffen Larsen,"Mange tak for det, formand. Og tak til ministeren for at komme. Spørgsmålet som stillet lyder: Hvordan forholder ministeren sig til den kritik, som det amerikanske regeringsagentur The United States Commission on International Religious Freedom, der rådgiver den amerikanske præsident og udenrigsminister, har rejst af det danske forbud mod utilbørlig behandling af skrifter med væsentlig religiøs betydning for et anerkendt trossamfund?",33.0,13:07:30,532,499,0:08:19,0:08:52,41
Søren Gade,Udenrigsministeren.,1.0,13:08:03,533,532,0:08:52,0:08:53,41
Lars Løkke Rasmussen,"Tak for det. Først og fremmest noterer jeg mig jo, at den her amerikanske kommission, der bliver refereret til, som jo er en uafhængig kommission, og hvis udtalelser jo ikke bare kan oversættes til, at det så er noget, USA mener, ligesom den danske regering meget tydeligt fordømmer afbrænding af religiøse tekster som koranen. Så er baggrunden jo den, som spørgeren også godt ved, at vi med loven om utilbørlig behandling af skrifter med væsentlig betydning for et anerkendt trossamfund har taget bestik af en situation, hvor der med systematik skete forhånelser, der var med til bl.a. at skærpe terrortruslen mod Danmark. Derfor tilrettelagde vi et præcist indgreb uden af den grund at genindføre den tidligere blasfemiparagraf. For jeg er sådan set enig i – og jeg er jo her på linje med den her uafhængige amerikanske kommission – at en generel kriminalisering af blasfemi ikke er ønskværdig. Det er fuldt ud lovligt i Danmark og andre steder i verden for den sags skyld at kritisere religioner, og jeg synes også, at vi i Danmark har en stærk tradition for beskyttelse af religionskritik og satire, fordi det er fundamentale frihedsrettigheder, og det ændrer den nye lov ikke på. Den nye bestemmelse er formuleret snævert. Den varetager andre hensyn end den tidligere blasfemiparagraf, og derudover fremgår det f.eks. af lovforslaget, at kunstværker, hvor den utilbørlige behandling er en mindre del af et større værk, ikke er omfattet af forbuddet. Så jeg synes sådan set, at vi med vores lovgivning har ramt den rette balance, og det ændrer denne udtalelse fra den her amerikanske kommission ikke på.",100.0,13:08:04,633,533,0:08:53,0:10:33,41
Søren Gade,Hr. Steffen Larsen.,2.0,13:09:44,635,633,0:10:33,0:10:35,41
Steffen Larsen,"Jeg må konstatere, at der jo er forskel på at fordømme en gerning og så at forbyde en gerning og gøre den ulovlig. Men jeg vil gerne lige læse to citater op fra The United States Commission on International Religious Freedom. Det føste citat lyder: Kriminalisering af blasfemi er den forkerte tilgang og ikke effektiv til at imødegå hverken sikkerhedsproblemer eller det underliggende had, som religiøse samfund oplever. Denne tilgang vil kun tjene til at udbrede skadelige stereotyper, der kan forværre situationen for religiøse minoriteter i Danmark. Det andet citat lyder: Alt for ofte undertrykker regeringer menneskerettigheder, der er beskyttet i henhold til international lov, i jagten på nationale sikkerhedsproblemer ... Danmark bør som demokrati ikke gå på kompromis med de grundlæggende rettigheder til at forvalte sådanne mål. Den danske regering skal i stedet arbejde sammen med lokalsamfund for at adressere religiøst motiveret had og intolerance og støtte religions- og trosfrihed. Maner det ikke til eftertanke hos udenrigsministeren, når der kommer sådan en kritisk kommentar fra vores nærmeste allierede, særlig når det, de siger, er, at vi ikke bør gå på kompromis med det, hvilket vi jo gør, og at det kan blive årsag til flere sikkerhedsproblemer, og at man ikke får gjort noget ved det underliggende had eller det underliggende problem, som religiøse samfund oplever?",73.0,13:09:46,708,635,0:10:35,0:11:48,41
Søren Gade,Udenrigsministeren.,2.0,13:10:59,710,708,0:11:48,0:11:50,41
Lars Løkke Rasmussen,"Man skal jo lytte til alt, hvad der bliver sagt, uanset hvem afsenderen er, men det er altså at strække det for langt at sige, at der kommer en advarsel fra vores nærmeste allierede, for den her uafhængige kommission er ikke vores nærmeste allierede. Vores nærmeste allierede er USA. Jeg besøgte kort før jul min amerikanske kollega, og jeg skulle ikke lægge øre til nogen form for kritik. Der er tale om en uafhængig tværpolitisk kommission nedsat efter amerikansk lov for at rådgive den amerikanske præsident. Hvis det var sådan, at den rådgivning til præsidenten manifesterede sig sådan, at præsident Biden syntes, at Danmark var helt skævt på den, så ville jeg tro, at vi måske havde hørt det fra præsident Biden, men jeg er ikke blevet mødt med nogen amerikansk kritik overhovedet.",43.0,13:11:01,753,710,0:11:50,0:12:33,41
Søren Gade,Hr. Steffen Larsen.,1.0,13:11:44,754,753,0:12:33,0:12:34,41
Steffen Larsen,"Jeg kan jo følge det lidt op. I Berlingske skriver juristen og direktøren for tænketanken Justitia, at danske regeringer adskillige gange har sluttet op om den amerikanske linje og skrevet under på dokumenter, der slår fast, at blasfemiforbud og begrænsninger af blasfemi er i strid med menneskerettighederne, og som opfordrer alle stater til at ophæve sådanne love. Det er en tilgang, som Danmark har forladt, hvorfor vi har svækket den demokratiske og frihedsorienterede front i en helt afgørende international værdikamp, hvor indsatsen er høj. Maner det ikke også til eftertanke, når vi kan se, at amerikanerne – godt nok i det her led – går ud og siger, at vi gør det modsatte af, hvad vi egentlig selv har skrevet under på og støtter?",43.0,13:11:45,797,754,0:12:34,0:13:17,41
Søren Gade,Udenrigsministeren.,2.0,13:12:28,799,797,0:13:17,0:13:19,41
Lars Løkke Rasmussen,"Men vi har ikke nogen generel blasfemiparagraf i Danmark. Den blev afskaffet for nogle år siden, og regeringen har ikke genindført den. Det, regeringen har gjort, i øvrigt med opbakning i Folketinget, som jo ikke, går jeg ud fra, skal deponere sin holdning hos nogen organer nogen steder, er at foretage et målrettet indgreb for at afværge en helt konkret situation, hvor det de facto var sådan – de facto var sådan – at der fandt daglige systematiske krænkelser sted, og det kunne stort set isoleres til noget, der skete i Danmark og Sverige. Det er den situation, vi har forholdt os til. Og jeg må bare sige igen, at jeg intet sted, heller ikke i Washington, har mødt kritik af den måde, den danske regering har håndteret den her sag på.",53.0,13:12:30,852,799,0:13:19,0:14:12,41
Søren Gade,Hr. Steffen Larsen for et afsluttende spørgsmål.,2.0,13:13:23,854,852,0:14:12,0:14:14,41
Steffen Larsen,"Med regeringens koranlov går Danmark i en europæisk sammenhæng, hvor 15 ud af 23 lande, jævnfør et svar til Retsudvalget, har mindre restriktive blasfemilove end Danmark – og det er altså blasfemilove, der bliver talt om her – nu enegang imod en generel tendens i retning af mere og ikke mindre ytringsfrihed. Loven er desuden blevet fordømt og kritiseret massivt, også af en bred skare af danske kunstnere og eksperter i jura og alle mulige andre. Maner det ikke til eftertanke, at den største ros, vi får, er fra Hizbollah, OIC, Den Islamiske Samarbejdsorganisation, Vladimir Putin og den iranske regering? Giver det ikke bare en eller anden form for eftertanke, når det er dem, der roser os?",40.0,13:13:25,894,854,0:14:14,0:14:54,41
Søren Gade,Udenrigsministeren.,2.0,13:14:05,896,894,0:14:54,0:14:56,41
Lars Løkke Rasmussen,"Jeg er sådan set ikke ret meget i tvivl om, at når der f.eks. fra russisk side er udtrykt positive ord om det her, så ligger der alle mulige andre intentioner bag – det vil jeg tro. Så det er ikke en ros eller en støtte, jeg læner mig op ad. Jeg læner mig op ad bevidstheden om, at det, regeringen har gjort, er klogt. Og jeg har, må jeg sige, ikke bare en oplevelse af, man faktisk en viden om, at det indgreb, vi har foretaget med Folketingets opbakning, har jeg ikke hos nogen kolleger noget sted i verden mødt nogen kritik af.",37.0,13:14:07,933,896,0:14:56,0:15:33,41
Søren Gade,"Tak for det. Det afslutter spørgsmålet, og vi siger tak til hr. Steffen Larsen fra Liberal Alliance. Det næste spørgsmål er ligeledes til udenrigsministeren, og jeg byder velkommen til spørgeren, fru Trine Pertou Mach fra Enhedslisten.",10.0,13:14:44,943,933,0:15:33,0:15:43,41
Søren Gade,Værsgo.,1.0,13:14:54,944,943,0:15:43,0:15:44,41
Trine Pertou Mach,"Tak for det. Spørgsmålet til udenrigsministeren lyder: Hvad mener ministeren om Sydafrikas indbringelse af Israel for Den Internationale Domstol i Haag for brud på FN’s folkedrabskonvention, og hvilke overvejelser gør ministeren sig i lyset af det sydafrikanske initiativ, i forhold til at den danske regering fortsat betegner den israelske krig i Gaza som legitimt selvforsvar, samt Danmarks ansvar for at forebygge, forhindre, standse og straffe folkedrab?",29.0,13:14:55,973,944,0:15:44,0:16:13,41
Søren Gade,Udenrigsministeren.,1.0,13:15:24,974,973,0:16:13,0:16:14,41
Lars Løkke Rasmussen,"Tak for det spørgsmål. Jeg har selvfølgelig noteret mig, at Sydafrika har anlagt en sag mod Israel ved Den Internationale Domstol for brud på folkedrabskonventionen. Det første skridt i den her sag er et retsmøde om såkaldte foreløbige foranstaltninger, der finder sted den 11.-12. januar i år, hvor Sydafrika vil anmode Den Internationale Domstol om at udstede en række foreløbige foranstaltninger, som parterne i givet fald skal følge, indtil domstolen har haft mulighed for at pådømme sagens substans. For at gøre det kort vil jeg sige, at det selvfølgelig er en sag, vi følger med interesse, ligesom vi følger andre sager ved ICJ med interesse, uanset at Danmark ikke er part i sagen. Og vi har i øvrigt heller ikke nogen lang og stor tradition for at intervenere i sager. Vi støtter derimod ICJ som FN's primære juridiske organ og har respekt for dens afgørelser, og det vil vi også have i den her sag.",65.0,13:15:25,1039,974,0:16:14,0:17:19,41
Søren Gade,Spørgeren.,1.0,13:16:30,1040,1039,0:17:19,0:17:20,41
Trine Pertou Mach,"Tak for det. Hvis man kigger på Udenrigsministeriets egne udtalelser om Danmarks støtte til ICJ, forlyder det, at Danmark siden etableringen i 1998 har været en af domstolens stærkeste støtter i form af politisk, økonomisk og praktisk bistand. Kampen for at forhindre straffrihed for de alvorligste internationale forbrydelser er en central udenrigspolitisk målsætning for Danmark. Og det har været regeringens og også ministerens faste replik, når vi her og i offentligheden har diskuteret den i manges øjne meget entydige og ensidige opbakning til Israels krig i Gaza, at det ikke er op til politikere at afgøre, hvorvidt der begås folkemord, men at man må overlade det til juristerne. Et af de allervigtigste spørgsmål bliver jo i den her retssag, hvorvidt Israel har haft til hensigt at begå folkedrab, så man derfor kan lave de foranstaltninger, der nu skal gøres i den henseende. Jeg er helt med på, at det må man vente med, men eftersom det har været og, antager jeg, fortsat er regeringens opfattelse, at det skal man overlade til juristerne, var det så ikke en idé, at man fra dansk side i virkeligheden gik ind og intervenerede og støttede og bakkede op om det sydafrikanske initiativ? Det kan godt være, at der ikke er en lang tradition, men ikke desto mindre er det kun et par måneder siden, Danmark intervenerede til fordel for Gambias indbringelse af Myanmar for ICJ for muligt folkedrab. Så det kunne i virkeligheden også udlægges, som at det ville være i fin forlængelse af den tradition, at man faktisk bakker op om det, netop fordi det er så afgørende, at det er jurister, der ser på det her. Men også fordi det politisk er en vigtig tilkendegivelse, at man faktisk tager risikoen for folkedrab dybt alvorligt og derfor også bakker op om det initiativ, Sydafrika har taget.",110.0,13:16:31,1150,1040,0:17:20,0:19:10,41
Søren Gade,Udenrigsministeren.,1.0,13:18:21,1151,1150,0:19:10,0:19:11,41
Lars Løkke Rasmussen,"Det synes jeg på en eller anden måde er en underlig slutning, altså at vi kun skulle støtte de internationale domstoles organer og deres uafhængighed, hvis vi ligesom vælger offensivt at intervenere i sager, hvor vi ikke har viden eller en vurdering af, at vi deler påstanden. Det afgørende er jo, at vi har en international domstolsinstans, det afgørende er, at både det land, der indbringer sagen, Sydafrika, og at i øvrigt også i Israel accepterer, at sagen pågår, og det afgørende er, at Danmark understøtter de her konstruktioner. Det har vi så gjort omkring f.eks. Den Internationale Straffedomstol ved to gange i årets løb at give ekstraordinære bevillinger og sekundere folk ind. Så vi støtter organet, og derfor vil vi også med interesse følge den her sag. Men vi er ikke der, hvor vi i Danmark ligesom har indtaget den position, at Israel har brudt folkeretten.",57.0,13:18:22,1208,1151,0:19:11,0:20:08,41
Søren Gade,Fru Trine Pertou Mach.,2.0,13:19:19,1210,1208,0:20:08,0:20:10,41
Trine Pertou Mach,"Jeg anerkender, at regeringen ikke har indtaget den position. Ikke desto mindre har man da indtaget positionen, at det er vigtigt at få afdækket, om der er begået det, før man drager den konklusion. Man vælger også i alle mulige andre sammenhænge at lytte meget grundigt til de internationale røster, der er, med hensyn til vurderingen af, at der kan være tale om folkedrab eller krigsforbrydelser osv. Nu handler det her så om folkedrabskonventionen, så lad os forholde os til det. Hvad er grunden til, at man fra dansk side ikke – ligesom man gjorde i november måned med Gambias sag mod Myanmar – bakker op om det og politisk tilkendegiver, at man mener, at det er vigtigt, at de rette organer ser på de her sager?",36.0,13:19:21,1246,1210,0:20:10,0:20:46,41
Søren Gade,Udenrigsministeren.,2.0,13:19:57,1248,1246,0:20:46,0:20:48,41
Lars Løkke Rasmussen,"Det er jo, fordi vi har en anden aktuel vurdering af, hvad der er sagens substans. Altså, hvis det var sådan, at jeg sad inde med en viden om eller havde en meget stærk formodning om, at der var tale om et folkedrab, så ville vi jo intervenere i den her sag. Men det er ikke den vurdering, vi har. Det er jo ikke det samme, som at vi ikke understøtter – og derfor noterer jeg mig også den her sag – at man bruger de internationale domstolsorganer til at få afdækket de her ting. Det støtter vi, og vi støtter det forhold, at de her domstole findes, og vi sørger for bevillinger til dem. Men man kan godt støtte dét uden at intervenere i sagerne. Så har vi jo i øvrigt, hvad spørgeren også udmærket godt ved, hele vejen igennem – også over for Israel direkte og i alle internationale fora – understreget vigtigheden af respekt for folkeretten, herunder den humanitære folkeret, proportionalitetsprincip og andet.",59.0,13:19:59,1307,1248,0:20:48,0:21:47,41
Søren Gade,Så er det fru Trine Pertou Mach med et afsluttende spørgsmål.,1.0,13:20:58,1308,1307,0:21:47,0:21:48,41
Trine Pertou Mach,"Det anerkender jeg at ministeren og regeringen har gjort løbende. Jeg konstaterer jo også, at rigtig mange andre røster i det internationale samfund siger, at der faktisk er en overhængende fare for, at Israel bevæger sig på den forkerte side af de konventioner og spilleregler, der er. Danmark har et ansvar for at forebygge, forhindre, standse og straffe et folkedrab. Den første del af den sætning er jo det, som det her spørgsmål, som jeg stiller, går på. Skal Danmark ikke tage et medansvar? Vi ved jo udmærket godt, hvad der sker, når den her sag bliver åbnet; der kan komme foranstaltninger, der gør, at Israel skal bremse sin krig. Jeg bliver nødt til at spørge ministeren: Er det på grund afde forlydender, der er, om, at det israelske udenrigsministerium har bedt ambassader rundtomkring i verden påpege over for regeringer, herunder den danske, at man ikke ønsker, at Danmarks intervenerer til fordel for Sydafrikas sag?",48.0,13:20:59,1356,1308,0:21:48,0:22:36,41
Søren Gade,Udenrigsministeren.,1.0,13:21:47,1357,1356,0:22:36,0:22:37,41
Lars Løkke Rasmussen,"Jeg har ikke været i nogen dialog med den israelske ambassade om den her konkrete sag. Det kan jeg sige med sikkerhed. Vi tager et medansvar. Altså, det er jo bl.a. derfor, at vi ved den seneste afstemning i FN's Generalforsamling stemte for en resolution, der opfordrer til umiddelbar humanitær våbenhvile. Det er derfor, at vi alle de steder, hvor vi deltager, understreger vigtigheden af, at man overholder folkeretten, herunder den humanitære folkeret, og jeg har også selv gjort det bilateralt over for den israelske minister og i andre møder, jeg har deltaget i. Men man kan jo godt tage det medansvar og politisk intervenere internationalt, uden at man af den grund skal intervenere i retssager, der rejses i andre lande. Det helt afgørende er, at vi støtter de her domstolsorganer, deres uafhængighed og deres mulighed for at håndtere de her sager.",56.0,13:21:48,1413,1357,0:22:37,0:23:33,41
Søren Gade,Det afslutter spørgsmålet. Det næste spørgsmål er ligeledes til udenrigsministeren og bliver ligeledes stillet af fru Trine Pertou Mach fra Enhedslisten.,5.0,13:22:44,1418,1413,0:23:33,0:23:38,41
Søren Gade,Værsgo.,2.0,13:22:49,1420,1418,0:23:38,0:23:40,41
Trine Pertou Mach,"Tak. Mener ministeren, at Danmark og EU har et ansvar for at beskytte civilbefolkningen i Gaza mod krigsforbrydelser, jf. vedtagelsen af princippet om Responsibility to Protect (»ansvar for at beskytte«) på FN-topmødet i september 2005, samt de mange civile ofre for Israels krig i Gaza og den israelske regerings erklærede blokade af livsnødvendige forsyninger til Gazas befolkning?",25.0,13:22:51,1445,1420,0:23:40,0:24:05,41
Søren Gade,Udenrigsministeren.,1.0,13:23:16,1446,1445,0:24:05,0:24:06,41
Lars Løkke Rasmussen,"Tak for det. Princippet om Responsibility to Protect fastslår, at enhver stat bærer ansvaret for at beskytte sin egen befolkning mod folkedrab, etnisk udrensning, forbrydelser mod menneskeheden og krigsforbrydelser. Og så har det internationale samfund samtidig et ansvar for at bistå staten med at opfylde dette ansvar. Hvis staten ikke kan eller vil beskytte sin befolkning, må det internationale samfund i sidste ende være parat til at tage kollektiv handling i overensstemmelse med FN-pagten. Det er så ikke et princip, der ændrer på staters ret til selvforsvar. Som regeringen gentagne gange har understreget, har Israel ret til at udøve selvforsvar. Og så har vi så samtidig understreget – og vi var lidt inde på det før – at det skal ske i overensstemmelse med folkeretten, herunder den humanitære folkeret, som jo pålægger alle parter i konflikten til at forpligtige sig, herunder til beskyttelse af civile og efterlevelse af principperne om distinktion og proportionalitet. Sammen med EU-kredsen har Danmark også vedvarende understreget behovet for, at den humanitære adgang udvides. Så er det i øvrigt sådan, at denne regering ligesom tidligere regeringer er tilbageholdende med at fastslå, at den ene eller anden handling under en verserende væbnet konflikt udgør en krænkelse af den humanitære folkeret, og det gælder jo ikke mindst i den nuværende kontekst, hvor der er så stor kompleksitet og uklarhed om faktum.",82.0,13:23:17,1528,1446,0:24:06,0:25:28,41
Søren Gade,Spørgeren.,1.0,13:24:39,1529,1528,0:25:28,0:25:29,41
Trine Pertou Mach,"Princippet om ansvar for at beskytte fra 2005 er en vigtig tilkendegivelse af – som udenrigsministeren siger – at den enkelte stat har et ansvar over for sin befolkning, men også at verdenssamfundet har et ansvar for at hindre krigsforbrydelser, etnisk udrensning, folkedrab og forbrydelser mod menneskeheden. Hvis stater ikke vil leve op til det ansvar, skal man faktisk skride ind og træde til. Princippet bygger på folkeretten. Det bygger f.eks. på den folkedrabskonvention, vi netop har drøftet. Det forpligter os til at forebygge. Det er det, princippet om ansvaret for at beskytte går ud på. Det fokuserer på de fire værste former for masseforbrydelser og især måden, man netop forebygger dem på. Danmark var meget aktiv både i ord og handling, da den her topmødeerklæring blev vedtaget, på en lang række fronter. Udenrigsministeren var faktisk selv som statsminister engageret i, bl.a. hvordan man på nationalt plan kunne operationalisere og implementere princippet. Det har heller ikke været et uvæsentligt pejlemærke i dansk politik, kan man sige. Tilbage i 2011 i forbindelse med Libyeninterventionen var det jo netop ud fra frygten for den overhængende fare for folkemord i Libyen, som internationale aktører påpegede at der var, at man valgte at skride ind. Det har også været bragt op i forbindelse med borgerkrigen i Syrien og i forbindelse med rohingyaerne i Myanmar og Bangladesh af bl.a. to af regeringspartierne, Socialdemokratiet og Venstre. De advarsler, vi ser nu, om Israels mulige krigsforbrydelser – eksempler som blokade af livsnødvendige forsyninger til Gazas befolkning – er jo om ting, som en lang række aktører, herunder den tidligere norske topdiplomat Jan Egeland, kalder krigsforbrydelser. Om man så vælger at kalde det krigsforbrydelser ellermuligekrigsforbrydelser, handler det her ansvar om at forebygge og forhindre, at folkemord og krigsforbrydelser finder sted. Det skal forebygge og bremse. Så mit spørgsmål, hr. udenrigsminister, er: Hvad betyder det for Danmarks og EU's ansvar for at beskytte civilbefolkningen? Er tiden ikke inde til at operationalisere og implementere de ord, som man fra dansk side faktisk har været meget aktiv i forhold til at fremhæve?",132.0,13:24:40,1661,1529,0:25:29,0:27:41,41
Søren Gade,Udenrigsministeren.,1.0,13:26:52,1662,1661,0:27:41,0:27:42,41
Lars Løkke Rasmussen,"Det er jo svært. Nu prøver jeg at svare nuanceret, og så håber jeg, at det går. Det er jo ikke sådan, at man kan ligestille store civile tab med folkedrab. Altså, folkedrab kræver ligesom, at man har intentionen om at udrydde et folk. Og proportionalitetshensynet er jo heller ikke sådan et, hvor man bare – nu snakker jeg juridisk – kan sige, at hvis der er meget store civile tab, er proportionaliteten gået fløjten. Det er jo noget, der knytter sig til hver enkelt militæroperation. Er den proportional i forhold til at forfølge sine militære formål? Det er jo det, der gør, at jeg ikke står i en situation, hvor jeg er i stand til at sige, at noget er en mulig krigsforbrydelse. Helt uagtet hvad det er, er det en humanitær katastrofe. Og det er jo baggrunden for, at Danmark har indtaget den position, at vi opfordrer til, at den humanitære katastrofe bringes til ophør, ved at der laves en humanitær våbenhvile. Det er helt oplagt, at når Israel har valgt den militære strategi at rømme Nordgaza og dermed altså flytte befolkningen mod syd, så følger der et kæmpe ansvar med. Altså, staten Israel har et ansvar. Og i det omfang, at staten Israel ikke selv kan løfte forsyning og andet, skal det internationale samfund stå rede til at bistå Israel. Og det gør vi også. Så Danmark står rigtigt i den her sag.",86.0,13:26:53,1748,1662,0:27:42,0:29:08,41
Søren Gade,Spørgeren.,1.0,13:28:19,1749,1748,0:29:08,0:29:09,41
